,Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4,mass,mass_z1,mass_z2
330,195251,194438449,-13,1,28.47,-5.79294,-19.952,-19.465,-0.836042,-1.85337,13,-1,19.1003,5.41812,-16.7304,-7.45288,-0.41204,-1.25761,-11,1,35.6839,9.88225,34.2882,0.046842,0.001313,1.29019,11,-1,11.9892,-3.41142,10.2106,-5.27715,-0.472426,1.89324,89.104107,14.945016,13.878841
337,195304,102582007,-13,1,51.2114,1.30925,-37.3256,35.0383,0.836952,-1.53573,13,-1,28.7376,24.1651,15.2874,2.8594,0.099831,0.564063,11,-1,30.9494,-15.4057,-18.8998,19.0611,0.71834,-2.25469,-11,1,11.7047,-3.75117,-8.88744,6.62887,0.642123,-1.97019,92.008931,61.814094,4.503478
338,195304,1064857705,13,-1,52.2406,0.722567,-19.4165,-48.4928,-1.64566,-1.5336,-13,1,34.2452,6.91465,-9.21787,-32.2481,-1.75275,-0.927208,-11,1,31.337,17.0964,25.0283,-7.95632,-0.259572,0.971514,11,-1,52.5275,-16.8411,5.58224,-49.4404,-1.74871,2.82152,99.353035,52.932037,9.080002
339,195304,1069824602,-11,1,121.276,-8.05469,58.002,106.202,1.35702,1.70878,11,-1,65.327,49.9192,19.1388,37.5418,0.654476,0.366111,11,-1,192.184,38.8569,-12.3428,187.81,2.23221,-0.307568,-11,1,29.4869,-21.8749,-2.72514,-19.5841,-0.800228,-3.01765,249.091413,106.186062,87.184286
343,195304,128008670,-13,1,66.4376,-64.3667,-10.5147,12.6613,0.192934,-2.97967,-13,1,97.108,37.7625,-5.39401,89.3021,1.58653,-0.141881,13,-1,51.0244,9.1541,25.233,43.3933,1.25775,1.22278,13,-1,19.6148,3.8122,-3.68808,-18.8837,-1.98211,-0.76885,196.543485,59.141617,41.717932
347,195304,393582426,-13,1,49.4215,40.9699,-24.7568,-12.2899,-0.254002,-0.543552,13,-1,49.6671,-25.3682,21.3691,36.9679,0.960086,2.44155,-11,1,69.5906,-3.72096,45.584,52.4511,0.981486,1.65224,11,-1,73.3718,-12.3183,-43.3541,57.8973,1.06903,-1.84763,200.885604,94.629052,89.438516
349,195304,410264783,13,-1,66.3177,33.7864,3.84621,56.9361,1.28775,0.113351,-13,1,38.1857,-15.5557,28.6701,-19.854,-0.576251,2.06792,-13,1,30.6982,-5.09465,-2.21696,30.1911,2.39416,-2.73115,13,-1,20.794,-3.28979,-2.45832,20.3842,2.30525,-2.49985,125.613437,59.261543,26.039394
350,195304,483923593,-13,1,70.591,12.3458,-25.1644,-64.7875,-1.57481,-1.11469,13,-1,25.7418,13.6065,21.7449,-2.15627,-0.083963,1.01167,-13,1,15.307,-13.1301,6.19833,-4.84486,-0.327776,2.70054,13,-1,4.68157,-4.2827,1.8874,-0.046003,-0.009829,2.7265,90.971148,46.577612,16.592546
351,195304,487153301,13,-1,490.516,87.4213,76.938,476.491,2.11669,0.721702,-13,1,239.445,-72.7864,-50.0827,222.548,1.65422,-2.53891,13,-1,88.9867,-7.05344,-23.2974,85.5927,1.97019,-1.86478,-13,1,37.9837,-9.08894,-13.4162,34.3533,1.49601,-2.16623,251.983205,102.70826,15.255295
352,195304,590711726,13,-1,81.8671,-54.4616,14.3193,59.4231,0.919897,2.88449,-13,1,49.8221,35.4842,9.04458,33.783,0.825542,0.249576,-13,1,31.6736,18.3805,-18.6572,17.8122,0.636291,-0.792868,13,-1,6.20388,3.91403,-3.80614,2.9446,0.51613,-0.771424,125.512956,74.870126,14.502829
365,195378,1222894617,-13,1,75.4445,-23.1486,36.8322,-61.6393,-1.14777,2.1319,13,-1,56.1847,33.7282,16.249,-41.8937,-0.963074,0.448953,13,-1,38.8611,10.8783,-9.01808,-36.201,-1.67,-0.692176,-13,1,15.6309,8.79112,-3.05142,-12.5586,-1.10832,-0.334091,94.080297,50.683926,14.503749
366,195378,155753218,-11,1,87.3683,-71.1558,-14.448,-48.5935,-0.627302,-2.94127,-11,1,45.1471,19.9095,40.4537,-2.31848,-0.051399,1.11344,11,-1,56.7583,25.4769,-27.767,-42.4433,-0.96792,-0.828385,11,-1,90.8489,-16.1652,-10.9525,-88.7257,-2.21883,-2.5461,208.314753,78.487043,68.078376
367,195378,187342946,13,-1,13.7145,-12.5431,2.87241,-4.74287,-0.360712,2.91647,-13,1,5.91794,-2.9117,-5.07097,-0.904489,-0.154071,-2.09202,11,-1,39.73,32.3806,16.5582,15.9935,0.426696,0.472694,-11,1,13.1831,-7.95506,-6.39398,-8.34429,-0.746331,-2.46456,71.518683,45.181494,10.481199
368,195378,245984005,11,-1,66.7361,-34.4414,-52.722,-22.0881,-0.343925,-2.14946,-11,1,35.6971,31.522,9.35354,13.898,0.411012,0.288454,11,-1,14.5109,-8.00463,9.85871,7.02122,0.52801,2.25277,-11,1,12.9371,-3.74098,11.0079,5.67451,0.470523,1.8984,126.993817,52.298538,28.21044
373,195378,579338428,-11,1,167.336,71.2345,32.6845,147.846,1.39165,0.430173,-11,1,67.6578,-53.6228,-25.3181,32.5757,0.524905,-2.70047,11,-1,45.8509,-6.20022,-29.334,34.6897,0.988161,-1.7791,11,-1,35.2854,-6.95929,19.3543,28.6712,1.1345,1.91597,201.200479,55.297111,42.35499
377,195378,906545322,-13,1,65.4419,35.7957,-19.8869,-51.0472,-1.04547,-0.507107,13,-1,7.21438,-2.80247,6.34415,-1.98343,-0.282218,1.98676,11,-1,72.4771,-45.4077,9.66429,55.6567,1.01524,2.93189,-11,1,117.957,37.3499,7.10118,111.662,1.79834,0.187883,235.632391,89.014549,34.564838
384,195390,286914557,13,-1,42.9473,15.2346,-9.888,-38.9178,-1.50573,-0.575706,-13,1,8.96005,5.08284,-3.33259,-6.58255,-0.938879,-0.58034,11,-1,91.736,-35.0203,26.1675,-80.6494,-1.372,2.49988,-11,1,40.4067,15.4367,-17.1602,-33.1653,-1.15922,-0.838222,92.058924,63.586621,6.042248
388,195397,1053831791,-13,1,44.9227,40.0113,11.9731,16.5463,0.386489,0.290762,13,-1,42.4014,-32.1472,-23.9305,13.8478,0.339004,-2.50168,-11,1,48.9402,-48.3436,6.99749,3.0127,0.061637,2.99785,11,-1,46.6657,42.3013,1.48989,19.6486,0.448969,0.035206,175.023283,92.295225,80.603186
403,195397,974633320,-13,1,35.35,-8.3591,0.433015,-34.3446,-2.11943,3.08984,13,-1,14.3877,-6.2115,1.87004,-12.8419,-1.43451,2.84916,-11,1,99.8201,59.0021,-37.1937,-71.4102,-0.898137,-0.562458,11,-1,421.699,-33.0137,56.3349,-416.613,-2.55246,2.10088,198.228874,181.035205,5.446703
411,195398,16291332,11,-1,36.012,18.9318,-30.5575,-2.16526,-0.060199,-1.01613,-11,1,49.1725,-34.0766,-1.75904,35.4066,0.907745,-3.09002,11,-1,6.85479,2.21176,6.48209,0.280778,0.040984,1.24197,-11,1,6.1909,1.85118,5.90266,0.242728,0.039227,1.26689,89.381327,28.771393,27.158705
415,195398,53211301,-13,1,112.753,14.7563,70.2179,-86.9769,-1.02376,1.36366,13,-1,54.1899,52.852,7.18352,-9.57051,-0.178482,0.13509,-11,1,74.2414,-70.0482,-0.368283,-24.5948,-0.344268,-3.13634,11,-1,111.095,-26.038,-51.6104,-94.8713,-1.27061,-2.03805,275.647533,90.239076,89.368157
419,195398,900065927,-13,1,165.804,33.1142,28.869,-159.878,-2.00329,0.717015,13,-1,21.7061,-2.06602,-21.2116,-4.11597,-0.191948,-1.66789,13,-1,14.1593,0.185344,9.38803,-10.5974,-0.969448,1.55106,-13,1,16.8052,-5.89117,4.00309,-15.2208,-1.50327,2.54475,103.039875,27.431139,27.381743
424,195399,18274535,13,-1,18.5499,-9.25286,15.3129,4.89758,0.270432,2.11434,-13,1,6.82493,-5.15864,4.46142,0.229608,0.033659,2.42854,-11,1,116.233,21.8444,-20.0391,112.39,2.04283,-0.742322,11,-1,11.4754,-8.8479,6.86493,2.50442,0.22181,2.48173,94.782513,52.595056,4.344983
428,195530,215099909,13,-1,346.241,159.832,176.832,251.132,0.91876,0.835851,-13,1,64.2735,51.9877,2.09724,37.7353,0.673238,0.040319,11,-1,228.636,-105.806,50.6369,196.254,1.28711,2.69523,-11,1,30.225,-28.8631,7.94599,-4.16342,-0.138629,2.87295,392.910741,92.425672,90.523917
435,195552,1107404611,13,-1,21.9717,-11.8178,0.829277,-18.504,-1.22864,3.07154,-13,1,19.3759,-11.0576,3.42401,-15.5377,-1.10397,2.84131,-13,1,13.59,4.49373,-2.45322,-12.5883,-1.63181,-0.499707,13,-1,6.00923,3.4829,-2.31048,-4.31633,-0.90432,-0.585723,29.945846,15.863539,13.80219
436,195552,1212717084,13,-1,49.6011,-38.3329,15.248,-27.5381,-0.625857,2.763,-13,1,30.3841,29.2806,-5.51292,5.95294,0.198491,-0.186101,-13,1,9.84676,-4.72845,-8.62263,-0.48936,-0.049741,-2.07239,13,-1,7.08518,-3.87519,-5.27921,-2.70211,-0.401718,-2.20401,91.923645,28.036575,20.444178
441,195552,1487349718,13,-1,97.6568,13.3325,55.8398,-79,-1.124,1.33642,-13,1,15.7818,12.7618,8.50069,-3.73236,-0.241066,0.587614,11,-1,147.959,-59.8946,-62.2913,-120.101,-1.13205,-2.33658,-11,1,37.4564,27.5665,-20.6858,-14.6687,-0.413711,-0.643755,204.010744,91.025784,34.685176
449,195552,311905299,13,-1,38.7248,-13.6067,31.2796,-18.3315,-0.514418,1.98111,-13,1,43.9606,15.3628,-19.9382,-36.0413,-1.15638,-0.914292,-13,1,20.95,13.0397,-4.19273,-15.8518,-0.988348,-0.311096,13,-1,13.8015,10.0062,-8.02071,-5.10038,-0.387917,-0.675698,86.6122,40.694221,11.466838
456,195552,793110394,-13,1,279.057,-186.502,-3.28815,207.554,0.958867,-3.12396,13,-1,198.315,-57.5069,5.05283,189.727,1.90536,3.05395,-11,1,186.233,168.364,-37.2434,70.3516,0.397445,-0.217702,11,-1,84.563,74.9045,38.7405,-6.27671,-0.074362,0.477311,588.977853,102.51037,100.215157
460,195649,323790844,-13,1,86.6285,59.5887,37.5242,-50.454,-0.666115,0.561986,13,-1,19.3051,-8.8004,-4.01701,16.706,1.31439,-2.71338,11,-1,40.872,-37.7927,-10.9441,11.066,0.277672,-2.85972,-11,1,75.0117,-1.13507,-13.6193,-73.7562,-2.38744,-1.65395,199.203224,85.908317,79.880016
462,195655,167570931,-13,1,182.205,55.7529,-8.09385,-173.276,-1.84211,-0.144166,-13,1,74.9594,35.7964,40.7923,-51.706,-0.84755,0.850536,13,-1,270.359,43.9957,23.8808,-265.684,-2.37101,0.497297,13,-1,44.73,5.74512,-7.8588,-43.6577,-2.20602,-0.939538,140.126932,89.213206,20.069144
467,195655,477289466,13,-1,76.728,-45.8832,43.1726,43.7954,0.648691,2.38662,13,-1,144.057,5.24878,-53.3752,133.701,1.64459,-1.47277,-13,1,61.8332,15.5826,29.7621,51.9107,1.21958,1.08847,-13,1,28.0584,21.1239,-11.0511,14.7958,0.586433,-0.482002,191.825629,61.659969,52.212498
469,195655,488906825,13,-1,173.725,37.8983,-6.82251,169.403,2.18725,-0.178114,-13,1,33.5233,-28.6778,7.00583,15.8841,0.514992,2.90199,-13,1,19.1006,-8.80325,3.11509,16.6619,1.34278,2.80149,13,-1,7.90685,-4.50952,-0.476888,6.47642,1.15427,-3.03623,106.817101,41.246795,8.511121
482,195656,78300349,11,-1,86.077,-18.8296,76.938,-33.6934,-0.413492,1.81082,-11,1,56.2454,-48.233,-25.2404,14.1438,0.256977,-2.65948,11,-1,62.4382,42.9328,-17.4703,41.8341,0.810758,-0.38646,-11,1,37.9297,-23.0772,-27.8047,-11.5329,-0.313988,-2.26355,237.725123,133.690396,31.035551
486,195658,338722570,13,-1,119.105,80.1502,-17.4001,86.3661,0.918374,-0.213776,13,-1,52.2569,-47.2611,17.6947,13.5668,0.265699,2.78335,-13,1,41.4716,24.6259,-11.3826,-31.3669,-0.987629,-0.432972,-13,1,67.7809,-16.2381,15.6856,63.9103,1.76353,2.3735,243.863796,104.658767,57.096231
487,195658,59123305,-13,1,156.67,-4.14395,33.352,153.023,2.22081,1.69441,13,-1,17.5723,-0.586255,-16.8945,-4.7966,-0.280069,-1.60548,11,-1,83.1624,69.4396,24.4767,38.6653,0.503593,0.33889,-11,1,28.6188,-25.3154,-12.0867,5.66369,0.200547,-2.69615,205.785809,91.812419,89.978271
489,195757,244623214,13,-1,54.5145,52.3258,-13.8512,-6.4787,-0.119408,-0.258775,-13,1,51.294,-21.2219,11.0964,-45.3604,-1.39526,2.65981,11,-1,48.9512,24.3602,41.3829,-9.50027,-0.19657,1.03876,-11,1,41.8487,-30.9263,-27.5468,6.004,0.144466,-2.41393,186.729647,89.43068,86.793461
491,195757,69533235,13,-1,45.9526,26.0507,9.54993,-36.6304,-1.09071,0.351377,-13,1,46.496,-10.7152,-24.5132,38.0283,1.1504,-1.98289,-13,1,46.6183,21.3267,13.7197,-39.1177,-1.21815,0.571658,13,-1,17.1931,1.87012,4.92678,-16.3653,-1.85129,1.20801,141.399023,55.903064,6.745603
493,195774,1162374710,-13,1,65.8806,-34.6707,3.74614,-55.8942,-1.25047,3.03396,13,-1,23.3923,17.3478,-14.8691,-5.01488,-0.217762,-0.708613,-11,1,27.1004,-18.7246,-14.3586,-13.3286,-0.538463,-2.48741,11,-1,9.70067,-9.33282,2.46261,-0.967953,-0.100115,2.88361,87.461495,61.934898,14.87259
494,195774,152805866,13,-1,92.4518,67.126,-43.0574,46.7706,0.557194,-0.570335,-13,1,186.023,-22.3867,74.7124,-168.883,-1.51522,1.86192,13,-1,101.568,-19.0145,-30.3077,-95.0581,-1.70396,-2.13111,-13,1,32.1454,-29.1886,-6.511,11.7874,0.384598,-2.92212,357.32091,96.735941,90.54916
495,195774,174957822,13,-1,212.094,12.404,63.3111,-202.044,-1.85931,1.37733,-13,1,104.608,-51.5494,-0.223005,-91.0246,-1.33369,-3.13727,13,-1,124.567,12.4938,-40.77,-117.041,-1.73449,-1.27344,-13,1,184.905,9.02782,38.1543,-180.701,-2.23268,1.33846,197.659316,77.615207,18.971575
499,195774,549661559,13,-1,90.5685,54.6363,-46.1346,55.5798,0.714799,-0.70123,-13,1,77.4189,-52.6233,22.8065,52.0031,0.813856,2.73264,13,-1,57.0493,4.10276,-50.5763,26.0733,0.493552,-1.48985,-13,1,26.3184,9.44931,-10.4005,22.2528,1.24026,-0.833279,177.544874,94.129528,17.362339
500,195774,637340641,13,-1,71.8771,29.9179,-44.4715,-47.8906,-0.804033,-0.978599,-13,1,40.1188,-7.75674,14.0639,-36.7633,-1.56587,2.07482,13,-1,14.6965,-8.33565,6.05229,-10.4816,-0.893706,2.51358,-13,1,13.5458,-0.21878,9.67522,-9.4774,-0.866663,1.5934,91.226344,43.739748,10.440806
501,195774,660605607,-13,1,308.53,43.0953,37.8952,303.146,2.36639,0.721279,-13,1,195.436,-43.1276,10.6246,-190.322,-2.16159,2.90005,13,-1,156.248,37.6439,-12.057,-151.166,-2.05119,-0.309966,13,-1,83.2609,-20.1426,-23.8343,77.1918,1.6374,-2.27244,742.146195,90.104006,83.877643
513,195776,58259885,-13,1,31.3864,-29.4937,3.87098,10.0116,0.330512,3.01109,13,-1,36.8825,20.2197,13.6015,-27.6852,-0.97441,0.592156,-13,1,25.7053,17.0362,-15.1504,-11.8736,-0.499748,-0.726875,13,-1,7.14014,2.41859,-3.40436,-5.79061,-1.13019,-0.953099,94.183486,54.530547,14.173537
516,195915,1056539444,13,-1,140.207,-51.1857,35.7035,-125.551,-1.4489,2.53253,-13,1,74.7066,18.2324,-20.2361,-69.564,-1.66707,-0.83744,-11,1,28.667,25.3118,-13.3571,1.64275,0.057367,-0.485563,11,-1,49.6706,-0.466344,11.1633,-48.3976,-2.17216,1.61255,165.085785,82.418637,57.69449
518,195915,195268342,-13,1,50.4064,11.8877,-37.0818,-32.0065,-0.749699,-1.26057,13,-1,27.4872,5.79415,26.3976,-5.01273,-0.18443,1.35473,-13,1,25.26,13.4611,21.1814,-2.86405,-0.113874,1.00467,13,-1,6.88869,3.45066,4.54325,-3.85936,-0.633287,0.921234,93.664049,60.11709,7.757907
521,195915,426559109,-13,1,61.1784,-46.6002,34.2156,20.0123,0.339593,2.50826,13,-1,116.673,17.8419,46.5644,105.48,1.49403,1.20489,11,-1,316.795,61.5443,-28.6834,309.433,2.22168,-0.436131,-11,1,58.6805,-7.36524,-37.3611,44.6464,0.998205,-1.76544,274.441784,92.35992,91.172271
525,195915,7238459,13,-1,15.5796,9.44373,5.08987,-11.297,-0.918383,0.494334,-13,1,13.7918,7.11905,2.40933,-11.5636,-1.21598,0.326334,-13,1,23.3138,-5.61614,-4.1429,-22.2445,-1.8761,-2.50602,13,-1,18.5721,-3.98498,-3.071,-17.8774,-1.9803,-2.48501,32.592352,19.290338,13.053327
527,195915,804263224,-13,1,57.3492,18.5433,-52.6957,-12.9702,-0.230142,-1.23243,13,-1,45.4833,-12.4602,17.4047,40.1315,1.38622,2.19212,13,-1,15.2057,7.28642,0.368955,13.3406,1.36422,0.050593,-13,1,14.2746,7.1139,0.763057,12.3517,1.31411,0.106854,114.572104,43.113961,21.397897
528,195915,954818458,-13,1,142.851,-6.86619,-44.7053,135.501,1.81714,-1.72319,13,-1,127.015,11.2377,43.38,118.847,1.70229,1.31732,13,-1,21.4734,1.32046,6.46963,-20.4328,-1.8479,1.36946,-13,1,15.4743,4.56243,-0.09629,-14.7857,-1.89174,-0.021102,214.444103,110.765952,85.739856
534,195916,78183641,-11,1,39.2604,-33.0248,-17.6787,-11.7559,-0.308897,-2.65009,11,-1,23.4365,18.1495,12.2433,-8.36463,-0.373336,0.593463,-11,1,13.1876,12.8119,1.26873,-2.85661,-0.2201,0.098706,11,-1,10.6832,10.5938,1.13755,-0.779336,-0.073079,0.106969,82.750548,39.502805,8.615406
550,195937,194955393,13,-1,98.9848,63.0762,42.7882,63.1549,0.754839,0.596052,-13,1,11.8971,-6.8592,-2.53933,-9.38261,-1.06792,-2.78703,11,-1,86.7115,-57.9291,17.4209,62.1258,0.900344,2.84947,-11,1,57.0383,17.5815,-39.1101,37.612,0.79178,-1.14833,201.682066,92.833324,67.992749
555,195948,116169718,13,-1,68.8703,9.18489,62.6759,27.0272,0.414677,1.42529,-13,1,37.5409,-30.8885,-17.9097,11.5954,0.3193,-2.61615,11,-1,305.142,42.2337,-53.3517,297.458,2.18109,-0.901192,-11,1,58.9975,-18.9841,14.5788,53.9238,1.5513,2.48671,263.20376,85.770501,84.169617
561,195948,587608575,-13,1,66.5667,-63.6681,-4.75462,-18.8385,-0.290942,-3.06705,-13,1,34.256,-33.6515,-4.98892,-4.01888,-0.117862,-2.99441,13,-1,36.0914,2.71884,18.2472,-31.0197,-1.29136,1.42288,13,-1,17.0223,-10.9747,3.11563,-12.6331,-0.955284,2.86498,89.395892,64.466917,18.898907
566,195948,849119859,13,-1,40.1477,0.789408,-29.174,27.5695,0.841694,-1.54374,-13,1,28.5515,-3.05831,23.3204,-16.1859,-0.642951,1.7012,-13,1,12.715,3.85204,-4.64394,11.1917,1.3768,-0.878339,13,-1,8.88483,2.53607,-3.5248,7.75068,1.34309,-0.947107,83.789354,36.449168,8.740913
571,195950,1316899551,-13,1,13.7313,8.97533,-7.1224,-7.56648,-0.619896,-0.670797,13,-1,10.6391,8.51283,-3.33975,-5.43658,-0.564119,-0.373868,13,-1,13.239,-0.325513,5.9619,11.8156,1.43416,1.62534,-13,1,9.18165,-2.0496,5.47821,7.07671,1.02229,1.92881,43.878907,25.162988,18.542539
577,195950,23884851,13,-1,63.6509,-16.4661,-40.8759,45.9287,0.91092,-1.95374,-13,1,93.6471,4.10908,42.9317,83.1249,1.41069,1.47537,-13,1,113.236,19.8666,0.672186,111.478,2.42522,0.033822,13,-1,19.473,-7.59457,-12.5138,-12.8419,-0.791894,-2.11627,179.347961,49.539845,48.841279
579,195950,254206496,-13,1,65.773,-16.3144,-3.81306,63.6032,2.04408,-2.91199,13,-1,34.5757,-14.3053,6.11425,30.8779,1.43682,2.73768,11,-1,77.4615,16.3345,68.2715,-32.7488,-0.451066,1.33595,-11,1,69.5169,-20.2291,-0.728313,66.5045,1.90504,-3.1056,196.612674,126.039489,14.153509
584,195950,630954116,13,-1,56.6964,4.68304,45.6779,33.2576,0.672455,1.46863,-13,1,77.998,-29.3111,-33.4221,64.0898,1.16199,-2.29076,-13,1,158.365,1.74585,-39.2326,153.419,2.07181,-1.52633,13,-1,54.858,10.6879,27.144,46.4581,1.24502,1.19569,180.431108,50.188059,23.46266
586,195950,719208626,-13,1,56.5566,54.5671,-0.0019,14.8685,0.269218,-0.000035,13,-1,56.5579,-44.4739,16.1244,-30.9977,-0.615621,2.79377,-13,1,42.5348,33.2151,10.3815,24.4576,0.654968,0.302932,13,-1,41.1848,-21.7814,-7.0444,-34.2362,-1.19229,-2.8288,192.951718,28.739564,21.426915
596,196197,352383455,13,-1,284.106,104.848,4.24577,264.017,1.65317,0.040472,-13,1,54.9334,-45.2022,-28.9941,-11.5659,-0.213742,-2.57126,13,-1,145.065,-48.5525,1.27706,-136.692,-1.75805,3.1153,-13,1,106.966,-15.4427,17.1556,104.445,2.21474,2.30369,548.46656,93.390243,91.982482
604,196199,88502442,-13,1,65.2719,-7.14879,64.07,-10.2149,-0.157794,1.68191,-13,1,109.025,25.3978,-47.2509,-94.9149,-1.33545,-1.07759,13,-1,49.8052,-22.4141,18.1424,40.608,1.14275,2.46113,13,-1,33.3659,0.718642,-26.9102,19.7128,0.678908,-1.5441,253.387496,91.857908,68.455498
606,196200,22780537,-13,1,248.804,-44.7356,111.184,-218.037,-1.35978,1.95333,13,-1,87.4559,13.918,-8.36368,-85.9352,-2.36821,-0.541099,13,-1,31.5421,-10.6911,7.54249,28.7002,1.52699,2.52719,-13,1,22.0601,-7.90862,5.2889,19.9027,1.484,2.55215,266.386163,159.929401,87.108532
615,196218,198713417,-13,1,75.9928,-16.5359,-38.2729,63.5347,1.20794,-1.97863,13,-1,45.5157,20.4852,9.42426,39.5375,1.32758,0.431182,-13,1,53.918,8.58815,18.9635,49.737,1.60527,1.14555,13,-1,12.3858,8.19783,1.13701,9.2141,0.959272,0.137817,92.27908,60.085924,6.45047
616,196218,311679667,13,-1,124.426,0.290612,-31.9164,-120.262,-2.03682,-1.56169,-13,1,80.1671,-18.705,7.15152,-77.6256,-2.06427,2.77641,-13,1,31.2029,6.78859,16.5978,-25.535,-1.15183,1.18255,13,-1,20.4313,3.18121,9.39914,-17.8596,-1.35036,1.24444,85.805013,51.757267,22.083982
618,196218,446438292,-13,1,137.024,-37.2738,-44.1624,124.241,1.50872,-2.27181,13,-1,181.507,42.2674,-4.69711,176.454,2.13027,-0.110674,11,-1,193.454,-19.3073,84.9565,172.725,1.4358,1.79426,-11,1,32.7055,19.7042,-15.6066,20.9244,0.757805,-0.66987,227.733268,94.013101,92.910318
624,196218,692057435,-11,1,44.2791,4.71995,-40.9544,-16.1587,-0.382559,-1.45605,11,-1,46.7976,-9.46086,27.9482,-36.3237,-1.03571,1.8972,11,-1,11.4552,-1.65982,10.6031,-4.00517,-0.36503,1.72608,-11,1,9.28826,-1.42075,8.58623,-3.24498,-0.364719,1.73478,94.001936,42.06144,11.259185
626,196218,771765979,13,-1,26.7041,-12.9627,-22.335,6.79813,0.260298,-2.09666,-13,1,27.5183,21.3983,1.98405,-17.1879,-0.732517,0.092456,11,-1,19.4331,-2.9061,11.5333,15.3682,1.07364,1.81763,-11,1,9.46571,-5.71088,3.88304,6.4736,0.836405,2.54446,82.18031,48.44379,6.794197
627,196218,794370838,-13,1,124.208,-56.5005,-12.1761,-109.941,-1.39901,-2.92933,13,-1,24.6497,23.3834,-7.79467,-0.241151,-0.009784,-0.321758,11,-1,53.3818,-24.5255,47.4055,-0.914297,-0.017129,2.04823,-11,1,49.6176,37.4555,-16.6271,-27.9737,-0.638366,-0.417784,208.727499,93.058397,92.31974
628,196218,858760563,-13,1,26.9213,20.4873,10.0439,-14.2876,-0.591147,0.455816,13,-1,29.5655,-20.6832,-8.29664,-19.4287,-0.787774,-2.76011,-13,1,87.381,-14.4664,6.78478,-85.9076,-2.38372,2.70305,13,-1,13.0348,3.97557,9.84603,-7.55948,-0.662409,1.18704,89.391577,36.646523,11.187211
634,196239,384138657,-11,1,24.5217,-18.1985,-12.7774,-10.3377,-0.449604,-2.52945,11,-1,41.5543,0.712127,16.366,38.1891,1.58266,1.52731,11,-1,18.6551,11.7973,-10.2824,10.1543,0.610271,-0.716897,-11,1,24.6545,-11.1421,-7.70435,20.5995,1.20618,-2.53662,89.666298,35.937066,27.270812
639,196239,687711552,-13,1,108.549,-77.321,70.5029,28.8743,0.272556,2.40229,13,-1,416.081,102.808,-6.77419,-403.123,-2.07331,-0.065797,-13,1,109.394,-4.41595,-38.2319,-102.4,-1.70532,-1.68579,13,-1,30.4887,-15.6143,-21.0793,-15.5373,-0.562205,-2.20834,446.408758,94.148438,89.855129
650,196334,139206418,13,-1,74.2932,7.6828,-66.9236,31.3317,0.449795,-1.4565,-13,1,73.8969,7.55482,-18.6727,71.0985,1.97384,-1.18634,-13,1,28.1943,-12.8778,13.7351,20.986,0.960147,2.32399,13,-1,9.15562,-4.2161,4.54301,6.73794,0.941659,2.31889,113.797251,70.075255,25.068197
651,196334,252537006,-13,1,264.715,-74.2866,-66.8166,245.135,1.6298,-2.40908,13,-1,20.3378,-7.94088,-18.4745,-3.04115,-0.150664,-1.97675,11,-1,128.605,95.5137,83.3155,-21.7934,-0.17111,0.717292,-11,1,18.7854,-14.5555,-5.92555,-10.2917,-0.61531,-2.75498,377.94101,92.788665,90.283121
655,196334,471795057,-13,1,218.172,6.96269,-52.7809,211.577,2.08843,-1.43964,13,-1,29.3289,22.742,13.7733,12.3803,0.45027,0.54455,13,-1,15.565,2.73296,11.1121,10.5504,0.825116,1.32964,-13,1,12.0492,0.374679,7.02418,9.78221,1.13255,1.51751,120.409706,43.06259,14.879131
668,196364,237519910,-13,1,28.9364,-0.352029,-17.9072,-22.7269,-1.05935,-1.59045,13,-1,8.69265,-0.696422,-6.48415,-5.74645,-0.794799,-1.67779,-13,1,10.8312,2.35206,5.98166,-8.71733,-1.11229,1.19616,13,-1,6.39305,-0.713887,4.41683,-4.56529,-0.895705,1.73104,32.698251,21.130636,10.72304
670,196364,248015056,11,-1,81.9866,31.9929,9.87881,74.8376,1.54408,0.299493,-11,1,52.7592,-23.8417,-3.52342,46.9328,1.41985,-2.99487,11,-1,34.2814,-11.1172,-8.38987,31.3247,1.54979,-2.49511,-11,1,24.948,-7.96142,-8.00299,22.2479,1.43052,-2.35359,81.615264,37.793963,9.369022
671,196364,276415844,13,-1,216.078,-24.1762,-30.3002,212.572,2.40317,-2.24425,-13,1,58.8977,15.5354,21.5817,52.5529,1.43298,0.946877,13,-1,32.1038,9.05453,4.31172,30.497,1.83132,0.444422,-13,1,23.9497,3.54001,4.11176,23.3267,2.16486,0.85998,88.523459,40.094901,9.052781
677,196364,574417012,-13,1,76.7563,-6.72274,-45.1407,61.7141,1.1099,-1.71864,13,-1,59.9786,31.9872,-12.0554,49.284,1.16201,-0.360419,-13,1,24.9605,5.17022,-24.317,-2.22814,-0.089506,-1.3613,13,-1,20.7138,-0.868669,-5.70968,19.8921,1.9503,-1.72178,90.759177,47.924643,14.051971
